id,title,authors,date,edition,publisher,isbn-13,language,series,age range,pages,lexile
1727,Database Management,,1994/03/01,3,Benjamin-Cummings Publishing Company,9780805360417,,,,,
1728,Database Manager in Microsoft Basic,Greg Greene,1983/01/01,,TAB Books Div of The McGraw-Hill Cos.,9780830601677,,,,166,
1729,Database: Step-by-Step,Mark L. Gillenson,1985/09/01,,"Wiley, John & Sons, Incorporated",9780471807025,,,,386,
1730,Database Marketing ALS Erfolgsfaktor Moderner Call Center-Konzepte,Annika Schon,2002/01/22,,diplom.de,9783838649450,German,,,64,
1731,Database Marketing and Direct Mail,Robin Fairlie,1993/10/28,2,"Kogan Page, Ltd.",9780749411701,,Marketing and Sales Ser.,,192,
1732,Database Marketing,Axel Hartung,1997/12/10,,diplom.de,9783838605616,German,,,132,
1733,Database Marketing: The New Profit Frontier,"Ed Bunnett, Ed Burnett",1996/11/01,,"Morris-Lee Publishing Group, The",9780964535626,,,,200,
1734,Database Marketing: The Ultimate Marketing Tool,"Edward L. Nash, Nash",1993/06/01,,"McGraw-Hill Companies, The",9780070460638,,,,289,
1735,Database Marketing,Florian Weiss,2002/12/12,,diplom.de,9783838662213,German,,,116,
1736,Database Marketing,"Frederic P. Miller, Agnes F. Vandome, John McBrewster",2009/12/10,,Alphascript Publishing,9786130250126,,,,80,
1737,Database Marketing: How to Manage Customer Information for Profit,Ian Linton,1995/09/28,,Financial Times/Prentice Hall Books,9780273611790,,Financial Times Management Series,,208,
1738,Database Marketing Im Finanzdienstleistungssektor,Nadine Geb Schumacher,2001/05/03,,diplom.de,9783838641164,German,,,42,
1739,Database Marketing Im Ladeneinzelhandel,Stephane Muller,1997/08/25,,diplom.de,9783838602660,German,,,128,
1740,Database Marketing Im Versandhandel in Deutschland,Frank Armbrust,1997/08/25,,diplom.de,9783838602547,German,,,164,
1741,Database Marketing: Analyzing and Managing Customers,"Robert C. Blattberg, Byung-Do Kim, Scott A. Neslin",2008/01/28,1,Springer New York,9780387725789,,"International Series in Quantitative Marketing ,#18",,872,
1742,Database Marketing  ,SHAW STONE,2000/02/29,,"Ashgate Publishing, Limited",9780566027338,,,,,
1743,Database Marketing Strategy and Implementation,"Robert Shaw, Merlin Stone",1991/01/04,1,"Wiley, John & Sons, Incorporated",9780471623458,,,,224,
1744,"Database: Enterprise, Skills and Innovation: 22nd British National Conference on Databases, BNCOD 22, Sunderland, UK, July 5-7, 2005, Proceedings","Mike Jackson (Editor), David Nelson (Editor), Sue Stirk (Editor)",2005/08/22,1,Springer Berlin Heidelberg,9783540269731,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#3567",,185,
1745,Database Mining. Propositionalization For Knowledge Discovery In Relational Databases,Mark-Andre Krogel,2008/05/09,,VDM Verlag Dr. Mueller e.K.,9783639014198,,,,204,
1746,Database Model,Terrence James Victorino (Editor),2011/08/12,,Log Press,9786136586014,,,,140,
1747,Database Modeling and Design: The Entity-Relationship Approach,Toby J. Teorey,1992/11/13,,Elsevier Science & Technology Books,9781558601345,,Morgan Kaufmann Series in Data Management Systems,,267,
1748,Database Modeling for Industrial Data Management: Emerging Technologies and Applications,Ma,2006/01/28,,IGI Global,9781591406853,,,,374,
1749,Database Modeling from 0 to 60 in 4 Seconds,"MR Gavin Powell, Gavin Powell",2012/10/25,,CreateSpace Publishing,9781478279990,,,,412,
1750,Database Modeling in a PC Environment,Bradley Dyck Kliewer,1994/02/20,,Random House Information Group,9780553089523,,Bantam Professional Books Series,,336,
1751,Database Modeling with Microsoft Visio for Enterprise Architects,"Terry Halpin, Ken Evans, Pat Hallock, Bill Maclean, Pat Hallock",2003/08/01,1,Elsevier Science,9781558609198,,Morgan Kaufmann Series in Data Management Systems Series,,425,
1752,Database Nation: The Death of Privacy in the 21st Century,"Simson Garfinkel, Debby Russell (Editor)",2000/01/08,,"O'Reilly Media, Incorporated",9781565926530,,,,319,
1753,Database Normalization,"Jesse Russell (Editor), Ronald Cohn (Editor)",2012/04/13,,Book on Demand,9785510953077,,,,150,
1754,"Database of Antiblocking, Release and Slip Additives",Anna Wypych,2013/09/23,2,Elsevier Science,9781895198607,,,,,
1755,Database of Antistatics,George Wypych,2013/09/23,2,Elsevier Science,9781895198591,,,,,
1756,"Database of Competencies for Business Curriculum Development, K-14",National Business Education Association (Editor),1987/01/01,,Natl Busn,9780933964266,,,,264,
1757,Database of Palladium Chemistry: Reactions and Catalytic Cycles,"Alain Juin, Jean-Luc Malleron",1997/02/01,,Elsevier Science & Technology Books,9780124667600,,,,100,
1758,Database of Piano Chords: An Engineering View of Harmony,"Ana M. Barbancho, Isabel Barbancho, Lorenzo J. Tardon, Emilio Molina",2013/06/30,1,Springer New York,9781461474753,,SpringerBriefs in Electrical and Computer Engineering Series,,60,
1759,Database of Prompt Gamma Rays from Slow Neutron Capture for Elemental Analysis,Iaea,2007/03/31,,Renouf Pub Co Ltd,9789201013064,,,,,
1760,"Database of significant deposits of gold, silver, copper, lead, and zinc in the United States: USGS Open-File Report 98-206-A,B","Keith R. Long, John H. DeYoung, Stephen D. Ludington",2013/03/14,,BiblioGov,9781288921393,,,,36,
1761,Database of the Annual Denver Area Parade of Homes 1953-1963,Office of Archaeology and Historic Prese (Created by),2013/02/28,,BiblioGov,9781288830886,,,,92,
1762,Database of the United States Coal Pellet Collection of the U.S. Geological Survey Organic Petrology Laboratory: Open-File Report 2012-1151,"United U.S. Department of the Interior (Created by), Nikolaus J. Deems, Paul C. Hackley",2013/01/29,,BiblioGov,9781288675739,,,,24,
1763,"Database On Medicinal And Aromatic Plants Of Madhya Pradesh, India","Sumeet Dwivedi, Pankaj K. Sahu",2011/01/23,,AV Akademikerverlag GmbH & Co. KG.,9783843384131,,,,92,
1764,Database Ownership And Copyright Issues Among Automated Library Networks,Janice Franklin,1993/01/01,,"ABC-CLIO, Incorporated",9781567500165,,Contemporary Studies in Information Management Series,,204,
1765,"Database Partitioning, Table Partitioning, and MDC for DB2 9",Whei-Jen Chen,2007/01/01,,I B M,9780738489223,,,,252,
1766,"Database: Principles, Programming, Peformance 2E","Patrick O'Neil, Elizabeth O'Neil",2000/04/17,2,Elsevier Science & Technology Books,9781558605800,,,,870,
1767,Database Performance,Bell Telephone Laboratories Technical Staf (Editor),1984/09/28,,Elsevier Science & Technology Books,9780080285894,,Computer State of the Art Report Ser.,,250,
1768,Database Performance Tuning and Optimization: Using Oracle,Sitansu S. Mittra,2003/01/02,1,Springer New York,9780387953939,,,,489,
1769,"Database Performance Tuning Handbook, with CD-ROM",Jeff Dunham,1997/12/01,,"McGraw-Hill Companies, The",9780070182448,,Data Management Series,,778,
1770,Database Performance Tuning on AIX,Budi Darmawan,2003/01/28,2,I B M,9780738427904,,IBM Redbooks,,516,
1771,Database Preservation,ARIF UR-RAHMAN,2010/04/15,,VDM Verlag Dr. Mueller Akt.ges.&Co.KG,9783639247121,,,,80,
1772,Database Principles and Design,Colin Ritchie,2008/04/16,3,Cengage Learning EMEA Higher Education,9781844805402,,,,544,
1773,Database Principles for Personal Computers,Richard F. Walters,1987/07/01,,Prentice Hall Professional Technical Reference,9780131972940,,,,304,
1774,"Database Principles: Fundamentals of Design, Implementation, and Management",Stephen Morris,2012/04/28,,South Western Educational Publishing,9781133311973,,,,,
1775,Database Pro,Kalman Toth,2013/02/09,,CreateSpace Publishing,9781482501582,,,,396,
1776,Database Processing Casebook,David M. Kroenke,1992/01/01,4,Prentice Hall Professional Technical Reference,9780023668777,,,,102,
1777,Database Processing,David M. Kroenke,1991/10/28,4,Prentice Hall Professional Technical Reference,9780023668753,,,,659,
1778,"Database Processing: Fundamentals, Modeling, Applications",David M. Kroenke,1977/01/01,,Science Research Associates,9780574211002,,,,416,
1779,Database Processing for Microcomputers,"David Kroenke, Donald Nilson",1986/01/01,,Science Research Associates,9780574219756,,,,347,
1780,Database Processing,Kroenke,1994/11/01,5,Pearson Publications,9780002323178,,,,,
1781,Database Processing Microcomputer,David Kroenke,1989/01/01,,Prentice Hall Professional Technical Reference,9780023669057,,,,,
1782,Database Processing with Fourth Generation Languages,Gary W. Hansen,1990/11/13,,Cengage South-Western,9780538106207,,,,450,
1783,Database Processing - with Microsoft SQL Server - with CD,David Kroenke,2001/11/28,8,Pearson Education,9780130660831,,,,,
1784,Database Programming Languages 2nd,"Richard Hull (Editor), David Stemple (Editor), Ron Morrison (Editor)",1989/09/01,2,Elsevier Science,9781558600720,,Morgan Kaufmann Series in Data Management Systems,,442,
1785,"Database Programming Languages  : Proceedings of the Fourth International Workshop on Database Programming Languages - Object Models and Languages, Manhattan, New York City, USA, 30 August-1 September 1993","Catriel Beeri (Editor), Atsushi Ohori (Editor), Dennis Shasha (Editor), British Computer Society Staff (Contribution by)",1994/02/24,,Springer London,9783540198536,,Workshops in Computing Series,,438,
1786,"Database Programming Languages, DBPL-4: Proceedings of the Fourth International Workshop on Database Programming Languages, Manhattan, New York City, 30 August-1 September 1993","Catriel Beeri (Editor), Atsushi Ohori (Editor), Dennis E. Shasha (Editor)",1994/03/01,,"Springer-Verlag New York, LLC",9780387198538,,Workshops in Computing Series,,436,
1787,Database Programming Languages,"Francois Bancilhon, Peter Buneman",1990/01/01,1,Addison-Wesley,9780201502572,,ACM Press Frontier Series,,448,
1788,"Database Programming Languages: 10th International Symposium, DBPL 2005, Trondheim, Norway, August 28-29, 2005, Revised Selected Papers","Gavin Bierman (Editor), Christoph Koch (Editor)",2006/01/23,1,Springer Berlin Heidelberg,9783540309512,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#3774",,298,
1789,"Database Programming Languages: 9th International Workshop, DBPL 2003, Potsdam, Germany, September 6-8, 2003, Revised Papers","Georg Lausen (Editor), Dan Suciu (Editor)",2004/03/19,1,Springer Berlin Heidelberg,9783540208969,,"Lecture Notes in Computer Science Series ,#2921",,286,
1790,"Database Programming Languages: 8th International Workshop, DBPL 2001, Frascati, Italy, September 8-10, 2001. Revised Papers","Gosta Grahne (Editor), Giorgia Ghelli (Editor)",2002/10/28,1,Springer Berlin Heidelberg,9783540440802,,"Lecture Notes in Computer Science Series ,#2397",,343,
1791,"Database Programming Languages: 11th International Symposium, DBPL 2007, Vienna, Austria, September 23-24, 2007, Revised Selected Papers","Marcelo Arenas (Editor), Michael I. Schwartzbach (Editor)",2007/10/28,1,Springer Berlin Heidelberg,9783540759867,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#4797",,264,
1792,"Database Programming Languages  : Proceedings of the Fifth International Workshop on Database Programming Languages, Gubbio, Umbria, Italy, 6-8 September 1995","Paolo Atzeni (Editor), Val Tannen (Editor), British Computer Society Staff",1996/08/28,,"Springer-Verlag New York, LLC",9783540760863,,Electronic Workshops in Computing Series,,20,
1793,"Database Programming Languages: 12th International Symposium, DBPL 2009, Lyon, France, August 24, 2009, Proceedings","Philippa Gardner (Editor), Floris Geerts (Editor)",2009/09/01,1,Springer Berlin Heidelberg,9783642037924,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#5708",,101,
1794,"Database Programming Languages: 6th International Workshop, DBPL-6, Estes Park, Colorado, USA, August 18-20, 1997","Sophie Cluet (Editor), Rick Hull (Editor)",1998/09/18,1,Springer Berlin Heidelberg,9783540648239,,"Lecture Notes in Computer Science Series ,#1369",,434,
1795,Database Programming with C#,"Carsten Thomsen, Manohar Kamath (Foreword by)",2002/04/10,1,Apress,9781590590102,,,,696,
1796,Database Programming with DBase IV,Thomas G. Seida,1994/12/01,,Business & Educational Technologies,9780697263322,,,,480,
1797,Database Programming with JDBC and Java,George Reese,1997/06/08,1,"O'Reilly Media, Incorporated",9781565922709,,,,237,
1798,Database Programming with OpenOffice. org Base and Basic,Roberto Benitez,2008/09/29,,Lulu.com,9780557007585,,,,352,
1799,"Database Programming with Visual Basic .NET and ADO.NET: Tips, Tutorials, and Code",F. Scott Barker,2002/09/28,,Sams,9780672322471,,Waite Group Series,,524,
1800,Database Programming with Visual Basic .NET,Carsten Thomsen,2002/10/16,2,Apress,9781590590324,,.NET Developer Series,,984,
1801,Database Projects for Advanced Level,"Graham Bell, Ian Rendell",2001/08/31,,Hodder & Stoughton Educational Division,9780340738054,,,,301,
1802,Database Projects in Access 2007: Suitable for Users of Office 2010,"Ian Rendell, Julian Mott",2010/12/12,,Hodder Education,9781444117370,,,,312,
1803,Database Projects in Access for Advanced Level,"Julian Mott, Ian Rendell",2003/07/31,2,Hodder Arnold,9780340812013,,,,320,
1804,Database Projects,M. A. Sherif,1988/01/28,,Prentice Hall Professional Technical Reference,9780470210390,,Computers and Their Applications Ser.,,138,
1805,Database Publishing on the Web,Curt Lang,1996/06/01,11,Coriolis Group,9781883577858,,Webmaster Ser.,,500,
1806,Database Publishing with FileMaker Pro on the Web,"Maria L. Langer, Corbin Collins (Editor)",1998/04/03,,Peachpit Press,9780201696653,,On the Web Series,,440,
1807,Database Recovery,"Vijay Kumar, Sang Hyuk Son",2012/10/28,,Springer US,9781461376095,,"Advances in Database Systems ,#12",,94,
1808,Database Reengineering and Interoperability,"T.Y. Cheung (Editor), J. Fong (Editor), B. Siu (Editor), Brian Siu (Editor), Joseph Fong (Editor)",1996/03/28,1,"Springer-Verlag New York, LLC",9780306452888,,,,364,
1809,Database Repairing And Consistent Query Answering,Leopoldo Bertossi,2011/08/24,,Morgan and Claypool Publishers,9781608457625,,,,122,
1810,Database Right,Zheng Cirino (Editor),2012/05/04,,International Book Marketing Service Ltd,9786135873023,,,,156,
1811,Database: Technology and Management,Robert C. Goldstein,1985/01/18,1,"Wiley, John & Sons, Incorporated",9780471887379,,Computers and Information Processing Systems for Business,,352,
1812,Database Sampling To Support The Development Of Information Systems - Building Database Prototypes To Increase The Quality Of Software Development Processes,Jesus Bisbal,2008/12/29,,VDM Verlag,9783639116625,,,,164,
1813,Database Schema Design And Management,Sanjay Kumar Jain,2012/05/06,,AV Akademikerverlag GmbH & Co. KG.,9783659117138,,,,188,
1814,"Database Schema Evolution and Meta-Modeling: 9th International Workshop on Foundations of Models and Languages for Data and Objects FoMLaDO/DEMM 2000 Dagstuhl Castle, Germany, September 18-21, 2000 Selected Papers","Herman Balsters (Editor), Bert de Brock (Editor), Stefan Conrad (Editor)",2001/06/28,1,Springer Berlin Heidelberg,9783540422723,,"Lecture Notes in Computer Science Series ,#2065",,250,
1815,Database Security,"Alfred Basta, Melissa Zgola",2011/07/12,1,Cengage Learning,9781435453906,,,,320,
1816,Database Security and Auditing: Protecting Data Integrity and Accessibility,Hassan A. Afyouni,2005/04/06,1,Cengage Learning,9780619215590,,,,448,
1817,Database Security and Integrity,"Eduardo B. Fernandez, Rita C. Summers, Christopher Wood",1981/05/01,,Addison-Wesley,9780201144673,,IBM Systems Programming Ser.,,288,
1818,Database Security: Status and Prospects,"Bhavani M. Thuraisingham (Editor), C.E. Landwehr (Editor)",1993/03/28,6,Elsevier Science & Technology Books,9780444898890,,IFIP Transactions Series,,398,
1819,"Database Security: Status and Prospects: Results of the IFIP Wg11.3 Workshop, Kingston, Ontario, Canada, 5-7 October 1988",Carl E. Landwehr (Editor),1989/08/28,,Elsevier Science & Technology Books,9780444874832,,,,282,
1820,Database Security IX: Status and prospects,"David L. Spooner (Editor), Steven Demurjian (Editor), John Dobson (Editor)",1996/03/31,1,Springer US,9780412729201,,"IFIP Advances in Information and Communication Technology Series ,#51",,404,
1821,"Database Security: Status and Prospects: Results of the IFIP WG 11.3 Workshop on Databas Security, Bad Salzdetfurth, Germany, 23-26 August 1994","Joachim Biskup (Editor), Carl E. Landwehr (Editor), Matthew Morgenstern (Editor)",1995/01/28,,Elsevier Science & Technology Books,9780444819765,,IFIP Transactions Series,,412,
1822,Database Security,"Silvana Castano, Silvana Castano, Giancarlo Martella (Author/Contributor Not Applicable), Maria Grazia Fugini, Pierangela Samarati",1994/06/15,1,Addison-Wesley,9780201593754,,ACM Press Series,,480,
1823,"Database Security: Status and Prospects: Proceedings of the IFIP Tc11 4th Working Conference, Halifax, U. K., 18-21 Sept., 1990","Sushil G. Jajodia (Editor), Carl E. Landwehr (Editor)",1991/10/28,,Elsevier Science & Technology Books,9780444890764,,,,408,
1824,"Database Security: Status and Prospects: Results of the IFIP WG 11.3 Workshop on Data Base Security, Lake Guntersville, Alabama, U. S. A., 12-15 September, 1993","Thomas F. Keefe (Editor), Carl E. Landwehr (Editor)",1994/04/28,,Elsevier Science & Technology Books,9780444818331,,IFIP Transactions Series,,374,
1825,Database Security: Finding Out When Your Information Has Been Compromised,United States Congress Senate Committee (Created by),2010/12/28,,BiblioGov,9781240498833,,,,60,
1826,"Database Security, V: Status and Prospects","Carl E. Landwher (Editor), Sushil Jajodia (Editor)",1992/04/28,,Elsevier Science & Technology Books,9780444895189,,IFIP Transactions Series,,401,
1827,Database Security X: Status and prospects,"Pierangela Samarati (Editor), Ravi Sandhu (Editor)",1997/01/31,1,Springer US,9780412808203,,IFIP Advances in Information and Communication Technology Series,,314,
1828,Database Security XI: Status and Prospects,"T.Y. Lin (Editor), Shelly Qian (Editor)",1998/01/31,1,Springer US,9780412820908,,IFIP Advances in Information and Communication Technology Series,,396,
1829,Database Security XII: Status and Prospects,Sushil Jajodia (Editor),1999/04/30,1,Springer US,9780792384885,,"IFIP Advances in Information and Communication Technology Series ,#14",,296,
1830,"Database Security: Finding out when Your Information Has Been Compromised: Hearing before the Subcommittee on Terrorism, Technology, and Homeland Security of the Committee on the Judiciary, United States Senate, One Hundred Eighth Congress, F",,2004/01/28,,United States Government Printing Office,9780160733079,,,,52,
1831,"Database Semantics  : Proceedings of the IFIP WG 2.6 Working Conference, Hasselt, Belgium, 7-11 January 1985","T. B. Steel,Jr. (Editor), R. A. Meersman (Editor)",1986/01/28,,Elsevier Science & Technology Books,9780444700049,,,,324,
1832,Database Semantics: Semantic Issues in Multimedia Systems,"Zahir Tari (Editor), Scott Stevens (Editor)",1998/12/31,1,Springer US,9780792384052,,"IFIP Advances in Information and Communication Technology Series ,#11",,456,
1833,Database Sockets and Web Application Development: Papers and Presentations,Patrick M. Benson,2012/07/29,,CreateSpace Publishing,9781478175025,,,,266,
1834,Database Solutions: A Step-by-Step Approach to Building Databases,"Carolyn E. Begg, Carolyn E. Begg, Thomas M. Connolly",2003/09/15,2,Addison-Wesley,9780321173508,,,,496,
1835,Database Solutions: A Step by Step Guide to Building Databases,"Thomas Connolly, Carolyn Begg",1999/12/23,1,Addison-Wesley,9780201674767,,Database Solutions Series,,256,
1836,Database Step-by-Step,Mark L. Gillenson,1989/12/28,2,"Wiley, John & Sons, Incorporated",9780471617594,,,,394,
1837,Database Support And Modeling For The Mechanistic Empirical Pavement Design Guide  .,Qiang Li,2011/09/11,,BiblioLabsII,9781244082977,,,,248,
1838,Database Support for Data Mining Applications: Discovering Knowledge with Inductive Queries,"Rosa Meo (Editor), Pier L. Lanzi (Editor), Mika Klemettinen (Editor)",2004/09/20,1,Springer Berlin Heidelberg,9783540224792,,"Lecture Notes in Computer Science Series ,#2682",,332,
1839,Database Support for Software Engineering,A. W. Brown,1989/11/17,1,"Wiley, John & Sons, Incorporated",9780470216378,,,,194,
1840,Database support for top-down proteomics.,Yong-Bin Kim,2012/07/17,,BiblioLabsII,9781249041412,,,,108,
1841,Database Support for Workflow Management: The WIDE Project,"Paul Grefen (Editor), Barbara Pernici (Editor), Gabriel Sanchez (Editor)",1999/03/31,1,Springer US,9780792384144,,"Springer International Series in Engineering and Computer Science ,#491",,278,
1842,Database Sys with Dbase Place Code,Thomas M. Connolly,2004/06/10,4,Addison Wesley,9780321294012,,,,1400,
1843,Database Syst,Jamie Pratt,1987/01/01,,"Course Technology, Inc.",9780878352272,,,,,
1844,"Database Syst. : Design, Implem...  ",Rob,2009/01/28,,Cengage Learning,9781111724696,,,,,
1845,Database System Concepts  ,Abraham Silberschatz,2006/09/28,5,"McGraw-Hill Companies, The",9780071244763,,,,,
1846,Database System Concepts  ,Henry F. Korth,1986/01/01,,"McGraw-Hill Companies, The",9780071005296,,McGraw-Hill Advanced Computer Science Ser.,,,
1847,Database System Concepts  ,Strayer University,2010/04/28,,McGraw-Hill Custom,9780077441302,,,,,
1848,Database System Implementation,"Hector Garcia-Molina, Jeffrey D. Ullman, Jennifer Widom, Jennifer D. Widom, Jeffrey D. Ullman",1999/05/28,1,Prentice Hall,9780130402646,,,,653,
1849,"Database Systems 98: Proceedings of the 9th Australasian Database Conference - ADC'98 Perth, 2-3 February 1998",Chris McDonald,1998/01/01,1,"Springer-Verlag New York, LLC",9789813083912,,,,250,
1850,"Database Systems: Concepts, Management and Application","Alden Lorents, James Morgan",1997/12/28,1,Harcourt College Publishers,9780155000292,,Dryden Press Series in Information Systems Ser.,,736,
1851,Database Systems and Applications: Mathematical Applications,Dr V. Vasu Creatspace,2014/02/26,,CreateSpace Publishing,9781496086266,,,,168,
1852,Database Systems  ,Carlos Coronel,2011/06/28,,CENGAGE Learning Custom Publishing,9781111723996,,,,,
1853,"Database Systems: A Practical Approach to Design, Implementation and Management","Carolyn Begg, Carolyn Begg, Thomas Connolly",2001/08/28,3,Pearson,9780321181053,,,,,
1854,"Database Systems: Principles, Design and Implementation",Catherine M. Ricardo,1990/02/01,,Prentice Hall Professional Technical Reference,9780023996658,,,,592,
1855,Database Systems Concepts,"Abraham Silberschatz, Henry F. Korth, Allen B. Tucker (Editor), S. Sudarshan, Henry Korth",1997/01/28,3,"McGraw-Hill Companies, The",9780070447561,,McGraw-Hill Series in Computer Science,,821,
1856,Database Systems Concepts with Oracle CD,"Abraham Silberschatz, Henry F. Korth, S. Sudarshan, Henry Korth",2001/10/30,4,"McGraw-Hill Companies, The",9780072554816,,,,840,
1857,Database Systems,"Elvis C. Foster, Shripad V. Godbole",2012/04/10,,Xlibris Corporation,9781425774608,,,,678,
1858,Database Systems Engineering,"Nick Ryan, Dan Smith",1995/01/28,1,Cengage Learning,9781850321156,,,,466,
1859,Database Systems Engineering,"R. P. Whittington, Whittington",1988/12/01,,"Oxford University Press, USA",9780198596721,,Oxford Applied Mathematics and Computing Science Series,,448,
1860,"Database Systems for Advanced Applications '91: Proceedings of the Second International Symposium on Database Systems for Advanced Applications, April 2-4, 1991, Tokyo, Japan",Akifumi Makinouchi (Editor),1992/09/28,,"World Scientific Publishing Company, Incorporated",9789810210557,,Advanced Database Research and Development Series,,568,
1861,Database Systems for Advanced Applications '97: Proceedings of the 5th International Conference on Database Systems,"Rodney Topor, Katsumi Tanaka",1997/04/28,,"World Scientific Publishing Company, Incorporated",9789810231071,,Advanced Database Research and Development Series,,560,
1862,"Database Systems for Advanced Applications: 18th International Conference, DASFAA 2013, International Workshops: BDMA, SNSM, SeCoP, Wuhan, China, April 22-25, 2013, Proceedings","Bonghee Hong (Editor), Xiaofeng Meng (Editor), Lei Chen (Editor), Werner Winiwarter (Editor), Wei Song (Editor)",2014/02/13,,Springer Berlin Heidelberg,9783642402692,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#7827",,245,
1863,"Database Systems for Advanced Applications: 15th International Conference, DASFAA 2010, Tsukuba, Japan, April 1-4, 2010, Proceedings, Part I","Hiroyuki Kitagawa (Editor), Yoshiharu Ishikawa (Editor), Wenjie Li (Editor), Chiemi Watanabe (Editor)",2010/03/18,1,Springer Berlin Heidelberg,9783642120251,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#5981",,646,
1864,"Database Systems for Advanced Applications: 17th International Conference, DASFAA 2012, International Workshops: FlashDB, ITEMS, SNSM, SIM3, DQDI, Busan, South Korea, April 15-18, 2012, Proceedings","Hwanjo Yu (Editor), Ge Yu (Editor), Wynne Hsu (Editor), Yang-Sae Moon (Editor), Rainer Unland (Editor)",2012/03/13,1,Springer Berlin Heidelberg,9783642290220,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI ,#7240",,336,
1865,"Database Systems for Advanced Applications: 13th International Conference, DASFAA 2008, New Delhi, India, March 19-21, 2008, Proceedings","Jayant R. Haritsa (Editor), Ramamohanarao Kotagiri (Editor), Vikram Pudi (Editor)",2008/04/10,1,Springer Berlin Heidelberg,9783540785675,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#4947",,713,
1866,"Database Systems for Advanced Applications: 16th International Conference, DASFAA 2011, Hong Kong, China, April 22-25, 2011, Proceedings, Part I","Jeffrey Xu Yu (Editor), Myoung Ho Kim (Editor), Rainer Unland (Editor)",2011/05/27,1,Springer Berlin Heidelberg,9783642201486,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI ,#6587",,583,
1867,"Database Systems for Advanced Applications: 16th International Conference, DASFAA 2011 International Workshops: GDB, SIM3, FlashDB, SNSMW, DaMEN, DQIS, Hong Kong, China, April 22-25, 2011, Proceedings","Jianliang Xu (Editor), Ge Yu (Editor), Shuigeng Zhou (Editor), Rainer Unland (Editor)",2011/06/02,1,Springer Berlin Heidelberg,9783642202438,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI ,#6637",,550,
1868,"Database Systems for Advanced Applications: 11th International Conference, DASFAA 2006, Singapore, April 12-15, 2006, Proceedings","Kian Lee Tan (Editor), Vilas Wuwongse (Editor)",2006/05/11,1,Springer Berlin Heidelberg,9783540333371,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#3882",,923,
1869,"Database Systems for Advanced Applications: DASFAA 2009 International Workshops: BenchmaX, MCIS, WDPP, PPDA, MBC, PhD, Brisbane, Australia, April 20-23, 2009","Lei Chen (Editor), Chengfei Liu (Editor), Qing Liu (Editor), Ke Deng (Editor)",2009/09/01,1,Springer Berlin Heidelberg,9783642042041,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#5667",,376,
1870,"Database Systems for Advanced Applications: 10th International Conference, DASFAA 2005, Beijing, China, April 17-20, 2005, Proceedings","Lizhu Zhou (Editor), Beng Chin Ooi (Editor), Xiaofeng Meng (Editor)",2005/05/31,1,Springer Berlin Heidelberg,9783540253341,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#3453",,929,
1871,"Database Systems for Advanced Applications: 15th International Conference, DASFAA 2010, International Workshops: GDM, BenchmarX, MCIS, SNSMW, DIEW, UDM, Tsukuba, Japan, April 1-4, 2010, Revised Selected Papers","Masatoshi Yoshikawa (Editor), Xiaofeng Meng (Editor), Takayuki Yumoto (Editor), Qiang Ma (Editor), Lifeng Sun (Editor)",2010/09/17,1,Springer Berlin Heidelberg,9783642145889,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#6193",,472,
1872,"Database Systems for Advanced Applications: 17th International Conference, DASFAA 2012, Busan, South Korea, April 15-18, 2012, Proceedings, Part I","Sang-goo Lee (Editor), Zhiyong Peng (Editor), Xiaofang Zhou (Editor), Yang-Sae Moon (Editor), Rainer Unland (Editor)",2012/03/14,1,Springer Berlin Heidelberg,9783642290374,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI ,#7238",,595,
1873,"Database Systems for Advanced Applications: 19th International Conference, DASFAA 2014, Bali, Indonesia, April 21-24, 2014. Proceedings, Part II","Sourav S. Bhowmick (Editor), Curtis Dyreson (Editor), Christian S. Jensen (Editor), Mong Li Lee (Editor), Agus Muliantara (Editor)",2014/04/30,,Springer International Publishing,9783319058122,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series",,558,
